PMID,DOI,Title,Abstract
41134589,10.1001/jama.2025.19578,Closed-Loop Insulin Delivery in Type 1 Diabetes in Pregnancy: The CIRCUIT  Randomized Clinical Trial.,"Comment in     JAMA. 2025 Dec 23;334(24):2165-2167. doi: 10.1001/jama.2025.19201.  IMPORTANCE: Hyperglycemia-related pregnancy complications occur in 50% of  pregnant women with type 1 diabetes. Closed-loop insulin systems improve  glycemia outside of pregnancy but have had limited testing in pregnancy. OBJECTIVE: To assess the efficacy of a closed-loop system in pregnancy. DESIGN, SETTING, AND PARTICIPANTS: Open-label trial enrolling pregnant women  with type 1 diabetes at 14 clinical centers in Canada and Australia before 14  weeks' gestation with follow-up until 6 weeks postpartum. Enrollment occurred  between June 2021 and July 2024 and follow-up was completed in March 2025. INTERVENTIONS: Participants were randomized 1:1 to closed-loop therapy (n = 46)  or standard care (insulin pump or multiple daily insulin injections) (n = 45)  with continuous glucose monitoring. MAIN OUTCOMES AND MEASURES: The primary outcome was the percentage of time spent  in the pregnancy-specific glucose range (63-140 mg/dL), measured by continuous  glucose monitoring from 16 to 34 weeks' gestation. RESULTS: Among 94 enrolled participants, 3 experienced pregnancy loss prior to  randomization, 91 were randomized (mean age, 31.7 [SD, 5.2] years; early  pregnancy hemoglobin A1c, 7.4% [SD, 1.0%]), and 88 were included in the primary  analysis. The mean percentage of time spent in the pregnancy-specific glucose  range from 16 to 34 weeks' gestation was 65.4% in the closed-loop group and  50.3% in the standard care group (mean adjusted difference, 12.5 [95% CI,  9.5-15.6] percentage points; P < .001). There was 1 episode of severe  hypoglycemia in the closed-loop group, and there were 2 episodes of diabetic  ketoacidosis in the closed-loop group and 1 in the standard care group. CONCLUSION AND RELEVANCE: Pregnant women with type 1 diabetes using a  closed-loop system spent significantly more time in the pregnancy-specific  glucose range than those receiving standard care. These findings support the use  of this closed-loop system in pregnant women with type 1 diabetes. TRIAL REGISTRATION: ClinicalTrials.gov Identifier: NCT04902378."
40294652,10.1016/j.diabres.2025.112204,Metabolic crosstalk and therapeutic interplay between diabetes and  hyperuricemia.,"Hyperuricemia and diabetes mellitus (DM) are prevalent metabolic disorders with  high comorbidity, imposing a substantial global public health burden. Their  coexistence is not merely additive but synergistic, exacerbating metabolic  dysregulation through mechanisms such as insulin resistance and β-cell  apoptosis, ultimately establishing a vicious cycle. Both disorders induce acute  and chronic damage to vital organs, particularly the cardiovascular, renal  systems. Hyperuricemia aggravates diabetic complications, notably diabetic  cardiomyopathy, nephropathy and retinopathy via oxidative stress, inflammation,  and metabolic dysregulation.Current urate-lowering therapies (ULTs), such as  xanthine oxidase inhibitors and urate transporter 1 (URAT1, also known as  SLC22A12) antagonists, demonstrate potential benefits in ameliorating diabetic  complications but face challenges including safety concerns and dose  adjustments. Similarly, several glucose-lowering drugs also exhibit the benefits  of improving hyperuricemia. This review summarizes the metabolic crosstalk and  therapeutic interplay between hyperuricemia and DM, examines the pathogenic role  of uric acid in diabetic complications, and discusses the benefits and  challenges of existing ULTs and glucose-lowering drugs in disrupting this cycle  of metabolic dysregulation and concurrent organ damage. We hope our findings  deepen the comprehension of the intricate metabolic crosstalk between glucose  and urate homeostasis, providing novel therapeutic insights for patients with  comorbid DM and hyperuricemia.  Copyright © 2025 The Author(s). Published by Elsevier B.V. All rights reserved."
41076428,10.1016/j.beem.2025.102054,Outcomes of pregnancies complicated by type 2 diabetes.,"Type 2 diabetes mellitus increasingly complicates pregnancy, amplifying risks  for both mother and child. Despite well-established management strategies, most  women enter pregnancy with suboptimal metabolic control, contributing to adverse  outcomes including hypertensive disorders, fetal overgrowth, congenital  anomalies and perinatal death. Early intervention is critical, including  structured preconception counselling, discontinuation of teratogenic drugs, and  folic acid supplementation. During pregnancy, dietary optimization, tight  glucose monitoring and insulin therapy are essential, but the role of metformin  remains debated due to concerns about fetal growth restriction. Diabetic  complications such as nephropathy and retinopathy further increase maternal  risk, while infants face heightened susceptibility to hypoglycemia and long-term  metabolic disease. Emerging technologies are promising, but evidence in this  population remains limited. Urgent efforts are needed to fill persistent gaps in  medical care and improve outcomes in this growing and vulnerable cohort.  Copyright © 2025 Elsevier Ltd. All rights reserved."
41082155,10.1007/s11892-025-01610-5,The Cardioprotective Effects of Adiponectin in Diabetes.,"PURPOSE OF REVIEW: Adiponectin, a hormone secreted by adipocytes, plays a  crucial role in maintaining metabolic balance and supporting cardiovascular  health. Although it is known for its protective effects, such as improving  insulin sensitivity, reducing inflammation, and maintaining endothelial  function, there are paradoxical associations between high adiponectin levels and  increased cardiovascular mortality-referred to as the ""adiponectin  paradox""-which complicates its clinical interpretation. This review explores the  cardioprotective effects of adiponectin in both type 1 and type 2 diabetes,  focusing on its potential to regulate glucose metabolism and prevent  cardiovascular complications. RECENT FINDINGS: By reviewing key studies, the article evaluates adiponectin's  diverse roles and compares its effects on cardiovascular outcomes across  diabetes subtypes, especially in diabetic cardiomyopathy, with an emphasis on  congestive heart failure. The findings underscore the importance of further  research into therapeutic strategies aimed at modulating adiponectin levels,  particularly for individuals with diabetes and congestive heart failure.  Understanding the dual nature of adiponectin's effects is critical for  developing target interventions to improve cardiovascular outcomes in diabetic  populations.  © 2025. The Author(s)."
40908212,10.1016/j.beem.2025.102027,Treatment of type 2 diabetes in pregnancy: Do we need to use metformin?,"Maternal type 2 diabetes (T2D) is associated with an increased risk of several  pregnancy complications and its prevalence is rising globally. Metformin, an  oral medication that is first-line therapy for T2D outside of pregnancy, has the  potential to improve glycemic control and reduce insulin requirements, without  contributing to maternal hypoglycemia or weight gain. However, it crosses the  placenta, and up until recently, very few clinical trials existed that studied  its role in T2D pregnancies. Furthermore, concerns exist regarding potential  effects of in utero metformin exposure on the offspring in the long-term. In  this review we summarize available evidence to date on this topic, propose  reasons for heterogeneity across studies, and discuss ongoing gaps in knowledge  that will need to be addressed by future research.  Copyright © 2025. Published by Elsevier Ltd."
39775858,10.1210/clinem/dgae914,Approach to the Patient Using Diabetes Technology in Pregnancy.,"Diabetes in pregnancy increases risk for complications for the pregnant patient  and neonate. Tight glycemic control to maintain glucose levels as close to  nondiabetic ranges as possible can lower risk for these complications. Achieving  strict glycemic targets can be challenging, and technologies including  continuous glucose monitors (CGMs) and hybrid closed-loop (HCL) insulin pumps  have the potential to improve diabetes control and pregnancy outcomes. The aim  of this review is to present and appraise the current data about use of these  technologies in pregnancy. In pregnancies with type 1 diabetes (T1D), CGM can  improve glycemic control and reduce risk for neonatal complications.  International consensus guidelines recommend more than 70% time in pregnancy  target range (TIR) of 63 to 140 mg/dL (3.5-7.8 mmol/L), and there are data to  suggest higher TIR in pregnancies with T1D can reduce risk for neonatal  complications including fetal overgrowth and pregnancy complications like  preeclampsia. Recent randomized controlled trials have demonstrated improved  glycemic outcomes with use of HCL insulin pumps in pregnancy with T1D, though  the results vary depending on the system used and available glycemic targets. In  pregnancies with type 2 diabetes (T2D) and gestational diabetes mellitus (GDM),  retrospective data suggest CGM can improve glycemia but there are limited data  about outcomes or optimal CGM targets. Studies have reported glycemic measures  for pregnancies without diabetes, which may serve as a guide for further  outcomes studies of T2D and GDM. Access to diabetes technology and the necessary  health care systems to support use of these devices may be barriers that  contribute to health care disparities.  © The Author(s) 2025. Published by Oxford University Press on behalf of the  Endocrine Society. All rights reserved. For commercial re-use, please contact  reprints@oup.com for reprints and translation rights for reprints. All other  permissions can be obtained through our RightsLink service via the Permissions  link on the article page on our site—for further information please contact  journals.permissions@oup.com. See the journal About page for additional terms."
41438297,10.3389/fendo.2025.1740415,Klotho in diabetes mellitus: research progress and clinical implications.,"Diabetes mellitus (DM) and its complications pose a major global health burden,  while currently used biomarkers such as HbA1c and microalbuminuria remain  limited for early diagnosis and individualized management. Klotho, originally  identified as an anti-aging protein, has recently gained increasing attention  due to its roles in mineral metabolism, oxidative stress regulation,  inflammation, and fibrosis. This review discusses the biological functions of  Klotho and its involvement in the pathogenesis of DM, with a particular emphasis  on its regulatory mechanisms in glucose metabolism and oxidative stress. We  comprehensively summarize recent findings on the role of Klotho in diabetic  complications, including diabetic kidney disease, retinopathy, neuropathy, and  cardiovascular disease, and highlight evidence on Klotho gene polymorphisms that  influence susceptibility to DM and its complications across different  populations. Furthermore, we analyze the limitations of current studies,  including inconsistent findings on circulating Klotho levels, lack of  standardized detection methods, and insufficient large-scale clinical trials.  Finally, this review explores the potential of Klotho as both a biomarker and  therapeutic target, and outlines future research directions focusing on  standardization, mechanistic studies, and translational applications to advance  precision medicine in diabetes management.  Copyright © 2025 Zhu, Zhao and Lu."
40663215,10.1007/s11892-025-01590-6,From Type 2 Diabetes Mellitus To Diabetic Cardiomyopathy - A Systematic Review  On The Role Of MicroRNA.,"PURPOSE OF REVIEW: Diabetes mellitus (DM) is a growing global health concern,  and diabetic cardiomyopathy (DCM) affects up to 12% of individuals with  diabetes, leading to myocardial hypertrophy, ventricular remodeling, and  contractile dysfunction, ultimately progressing to heart failure (HF). This  review explores the role of microRNAs (miRNAs) in DCM development and their  potential as diagnostic and therapeutic biomarkers. RECENT FINDINGS: MicroRNAs, short single-stranded non-coding RNAs, are key  regulators of various pathophysiological processes in DCM. By modulating gene  expression, they influence critical signaling pathways involved in inflammation,  apoptosis, pyroptosis, oxidative stress, and fibrosis, all of which contribute  to DCM progression. Emerging research suggests that miRNAs could serve as  early-stage biomarkers for asymptomatic DCM and may offer novel therapeutic  targets. This systematic review compiles current findings from both animal and  human studies on the role of miRNAs in DCM. It highlights their potential in the  early diagnosis and treatment of DCM, underscoring the need for further research  to translate these insights into clinical applications.  © 2025. The Author(s)."
40553593,10.59556/japi.73.1010,Revisiting Diabetes Classification: Insights Challenges and Clinical Relevance  of the ANDIS Framework in the Indian Context.,"Diabetes mellitus exhibits significant heterogeneity in clinical presentation,  progression, and treatment response, rendering the traditional binary  classification into type 1 and type 2 diabetes increasingly inadequate. The All  New Diabetics in Scania (ANDIS) framework, introduced in 2018, proposed a novel  data-driven classification system that stratifies adult-onset diabetes into five  distinct subgroups based on clinical and biochemical characteristics. This  manuscript critically examines the scientific rationale, methodology, and  clinical implications of the ANDIS classification, while evaluating its utility  through evidence drawn from Indian (INSPIRED and WellGen) and global validation  studies (DEVOTE, LEADER, DD2, NHANES, and FoCus cohorts). Findings from these  cohorts affirm the biological relevance of clusters like severe  insulin-deficient diabetes (SIDD) and severe insulin-resistant diabetes (SIRD).  However, their prevalence varies across ethnic and regional populations. Despite  its theoretical strengths, the ANDIS model faces major implementation barriers,  including diagnostic complexity, high costs, and limited therapeutic  differentiation over existing guidelines. Furthermore, access to required  diagnostics such as glutamic acid decarboxylase (GAD) antibody testing and  homeostatic model assessment 2 (HOMA2) indices is limited even in high-income  countries (HICs). The framework's real-world applicability can be simplified  using accessible markers such as hemoglobin A1C (HbA1c), body mass index (BMI),  and abdominal circumference. The manuscript emphasizes the need for dynamic,  low-cost, and population-specific adaptations to make stratified diabetes care  feasible and impactful globally.  © Journal of The Association of Physicians of India 2025."
41465440,10.3390/ijms262412009,"Special Issue ""Cell Biology in Diabetes and Diabetic Complications"".","Globally, diabetes mellitus represents a growing health challenge due to its  metabolic dysregulation and the complex nature of its micro- and macrovascular  complications such as diabetic kidney disease (DKD), diabetic retinopathy,  cardiovascular disease and diabetic neuropathy [...]."
41856719,10.1016/j.cpm.2025.12.008,Understanding DREADD (Diabetes-Related Extremity Amputation Depression and  Distress).,"Diabetes-related extremity amputation depression and distress (DREADD) is  potentially a dangerous phenomenon that can occur following any nontraumatic  amputation, including ""minor"" amputation. Brooks and colleagues conducted  semistructured interviews to better understand patients' attitudes and  experiences with amputation; they concluded that nontraumatic amputations can be  a traumatic experience for patients. To combat DREADD, Brooks and colleagues  recommended that surgeons should screen their patients with type 2 diabetes  mellitus before and after any (minor or major) nontraumatic amputation and make  the appropriate referral if necessary. Additionally, psychiatrists and other  mental health clinicians should be included in multidisciplinary limb  preservation teams.  Published by Elsevier Inc."
39576464,10.1007/s11010-024-05162-2,The role of the farnesoid X receptor in diabetes and its complications.,"Diabetes is a metabolic disease in which tissues and organs are exposed to a  hyperglycemic environment for a prolonged period. Long-term hyperglycemia can  cause dysfunction of multiple organs and tissues in the body, leading to  diabetic complications such as diabetic cardiomyopathy and diabetic nephropathy.  Diabetes and its complications have become one of the key issues that seriously  threaten the health of people worldwide. Farnesoid X receptor (FXR), as a  metabolic regulator, has multiple functions in regulating insulin synthesis and  secretion, insulin resistance, lipid metabolism, oxidative stress, inflammatory  response, and fibrosis. It plays a key role in alleviating diabetes and its  complications. In this review, we discuss the latest findings of FXR related to  diabetes and its complications, focusing on its role in diabetes, diabetic  nephropathy, diabetic cardiomyopathy, and diabetic liver injury. The aim is to  better understand the role of FXR in diabetes and its complications and to  provide new perspectives on the treatment of diabetes and its complications.  © 2024. The Author(s), under exclusive licence to Springer Science+Business  Media, LLC, part of Springer Nature."
